source	target	time	rating	comment
2654	2296	2012-10-04 03:20:22.331470080	1	NaN
2296	2405	2012-10-04 03:22:50.387340032	1	NaN
2405	2296	2012-10-04 03:28:06.473200128	1	NaN
2296	2654	2012-10-04 03:28:08.934119936	1	NaN
583	2647	2012-10-04 04:14:04.973229824	1	NaN
2728	2311	2012-10-04 04:27:26.337740032	1	NaN
2728	2589	2012-10-04 04:42:05.170049792	1	NaN
2589	2728	2012-10-04 04:44:18.473819904	1	NaN
2296	2728	2012-10-04 04:50:03.353009920	1	NaN
2728	2296	2012-10-04 04:50:04.729270016	1	NaN
2738	2741	2012-10-04 04:59:09.864729856	1	NaN
2351	2741	2012-10-04 05:04:37.633389824	-10	NaN
2728	2654	2012-10-04 05:32:24.962259968	1	NaN
2742	2397	2012-10-04 05:49:42.023400192	1	NaN
2397	2742	2012-10-04 06:05:46.652770048	1	NaN
361	2743	2012-10-04 06:56:44.177180160	-10	NaN
35	1645	2012-10-04 07:22:22.199929856	1	NaN
2676	2744	2012-10-04 11:07:16.270030080	4	NaN
2744	2745	2012-10-04 12:07:18.604419840	3	NaN
2745	2746	2012-10-04 12:12:24.186690048	2	NaN
2746	2747	2012-10-04 12:14:53.637500160	1	NaN
2747	2746	2012-10-04 12:15:46.011059968	2	NaN
2646	2378	2012-10-04 12:50:46.649490176	2	NaN
2635	2646	2012-10-04 13:27:06.065360128	1	NaN
2646	2635	2012-10-04 13:43:57.603020032	1	NaN
546	2654	2012-10-04 13:51:16.499020032	1	NaN
2154	2113	2012-10-04 15:04:38.206500096	3	NaN
2351	2744	2012-10-04 16:37:21.901210112	-10	NaN
2351	2745	2012-10-04 16:37:34.329689856	-10	NaN
2351	2746	2012-10-04 16:37:49.588419840	-10	NaN
2351	2747	2012-10-04 16:38:10.745529856	-10	NaN
2351	2676	2012-10-04 16:40:26.305760000	-10	NaN
1810	2747	2012-10-04 16:53:59.836509952	-10	NaN
1810	2741	2012-10-04 17:13:33.897520128	-10	NaN
1832	2742	2012-10-04 17:32:55.430510080	1	NaN
2742	1832	2012-10-04 17:35:21.770499840	1	NaN
1899	2536	2012-10-04 17:57:03.812989952	3	NaN
2728	905	2012-10-04 17:59:10.426390016	1	NaN
905	2728	2012-10-04 18:01:14.068569856	1	NaN
1615	2748	2012-10-04 18:15:01.886889984	1	NaN
2748	1615	2012-10-04 18:16:28.353879808	1	NaN
1832	1899	2012-10-04 18:44:01.702919936	3	NaN
1899	1832	2012-10-04 18:45:46.210560000	3	NaN
1529	2728	2012-10-04 19:00:04.457040128	1	NaN
2746	2749	2012-10-04 19:03:14.806720000	3	NaN
2745	2749	2012-10-04 19:04:43.877219840	3	NaN
2728	2750	2012-10-04 19:07:52.023279872	1	NaN
2750	2728	2012-10-04 19:08:32.115250176	1	NaN
2728	1529	2012-10-04 19:09:10.904580096	1	NaN
2351	2749	2012-10-04 19:35:30.527420160	-10	NaN
2728	2404	2012-10-04 19:38:45.206579968	1	NaN
2404	2728	2012-10-04 19:39:31.839859968	1	NaN
2028	1529	2012-10-04 20:07:15.625080064	1	NaN
1529	2028	2012-10-04 20:07:36.493139968	1	NaN
2647	2028	2012-10-04 20:54:49.910579968	2	NaN
550	1832	2012-10-04 22:31:17.193779968	1	NaN
823	2284	2012-10-04 22:51:31.097340160	5	NaN
2485	2641	2012-10-04 22:52:00.392029952	3	NaN
2028	2071	2012-10-05 01:16:47.116790016	1	NaN
2702	2752	2012-10-05 02:41:35.336740096	4	NaN
2717	2752	2012-10-05 02:43:04.583369984	4	NaN
2351	2752	2012-10-05 03:06:30.970309888	-10	NaN
2351	2753	2012-10-05 03:14:13.292189952	-10	NaN
2725	2754	2012-10-05 04:50:02.894500096	2	NaN
2754	2725	2012-10-05 04:51:39.373150208	2	NaN
13	2198	2012-10-05 07:11:01.052630016	5	NaN
1731	2711	2012-10-05 07:41:21.007940096	1	NaN
2740	2755	2012-10-05 16:30:23.097139968	1	NaN
2755	2740	2012-10-05 16:31:51.894910208	1	NaN
1366	2725	2012-10-05 17:11:14.742129920	2	NaN
2725	1366	2012-10-05 17:11:53.557560064	1	NaN
1620	2732	2012-10-05 17:47:31.635440128	1	NaN
2732	1620	2012-10-05 17:52:36.070739968	1	NaN
2538	2213	2012-10-05 18:27:20.283970048	2	NaN
2635	2756	2012-10-05 18:57:11.042200064	1	NaN
1271	2028	2012-10-05 20:02:47.842569984	1	NaN
1271	101	2012-10-05 20:04:17.892090112	3	NaN
2757	1810	2012-10-05 21:02:48.209029888	1	NaN
2538	2028	2012-10-05 21:31:49.812150016	2	NaN
2758	242	2012-10-05 21:45:17.600770048	10	NaN
2028	1675	2012-10-05 22:07:11.352760064	2	NaN
1675	2028	2012-10-05 22:07:36.782070016	2	NaN
1502	2198	2012-10-05 22:20:57.350790144	2	NaN
2756	2635	2012-10-05 22:34:43.854109952	1	NaN
171	1873	2012-10-05 22:45:51.028270080	1	NaN
1873	171	2012-10-05 22:46:57.971450112	1	NaN
2351	2760	2012-10-06 00:24:22.577339904	1	NaN
1693	1331	2012-10-06 00:57:26.156969984	-1	NaN
2388	1331	2012-10-06 02:33:10.763180032	-1	NaN
2711	1731	2012-10-06 02:44:56.891170048	1	NaN
1529	2654	2012-10-06 03:18:40.494190080	1	NaN
242	2758	2012-10-06 03:21:40.122409984	9	NaN
2762	2028	2012-10-06 04:57:39.984770048	1	NaN
1991	1271	2012-10-06 06:14:08.346640128	1	NaN
1271	1991	2012-10-06 06:15:02.411010048	1	NaN
1584	2524	2012-10-06 07:38:07.818860032	1	NaN
2524	2328	2012-10-06 07:38:08.084850176	1	NaN
2524	1584	2012-10-06 07:38:36.852999936	1	NaN
2328	2524	2012-10-06 07:38:54.276790016	1	NaN
2328	1584	2012-10-06 07:39:26.939009792	1	NaN
1584	2328	2012-10-06 07:39:43.839049984	2	NaN
13	2607	2012-10-06 08:36:11.589309952	2	NaN
2607	13	2012-10-06 08:46:51.831480064	2	NaN
2558	2763	2012-10-06 12:06:47.917380096	1	NaN
2763	2558	2012-10-06 12:09:02.470660096	1	NaN
2763	2612	2012-10-06 12:30:37.534249984	1	NaN
2612	2763	2012-10-06 12:31:07.182519808	1	NaN
13	2310	2012-10-06 12:58:07.463890176	1	NaN
2310	13	2012-10-06 13:05:05.070830080	1	NaN
2176	2328	2012-10-06 21:21:24.942310144	1	NaN
2045	2524	2012-10-06 22:11:56.876320000	1	NaN
2524	2045	2012-10-06 22:14:08.462660096	1	NaN
2524	2198	2012-10-06 22:34:26.226139904	1	NaN
2113	2154	2012-10-06 23:10:42.893400064	1	NaN
592	2198	2012-10-07 00:02:22.672420096	1	NaN
1832	492	2012-10-07 00:11:49.868499968	1	NaN
492	1832	2012-10-07 00:16:14.019439872	1	NaN
1018	2757	2012-10-07 01:57:21.905550080	1	NaN
2296	1018	2012-10-07 01:58:06.684489984	1	NaN
1018	2296	2012-10-07 01:58:39.329720064	1	NaN
2757	1018	2012-10-07 02:02:57.553649920	1	NaN
1018	2198	2012-10-07 02:03:30.893929984	5	NaN
2176	732	2012-10-07 02:55:50.214979840	6	NaN
2757	2765	2012-10-07 05:53:57.582149888	1	NaN
2763	2496	2012-10-07 05:59:25.364659968	1	NaN
2496	2763	2012-10-07 06:01:43.825860096	1	NaN
2765	2757	2012-10-07 06:02:09.204790016	1	NaN
2496	35	2012-10-07 06:05:20.813819904	1	NaN
2757	2766	2012-10-07 06:35:08.043510016	1	NaN
2351	2766	2012-10-07 06:45:57.692879872	-10	NaN
2766	2757	2012-10-07 06:51:52.516089856	1	NaN
1810	2757	2012-10-07 07:04:50.544120064	-5	NaN
2351	2757	2012-10-07 16:50:35.176600064	-5	NaN
35	2600	2012-10-07 17:24:38.497839872	1	NaN
2600	35	2012-10-07 17:24:39.952300032	1	NaN
1764	2484	2012-10-07 17:25:44.947750144	1	NaN
870	1331	2012-10-07 18:19:58.714380032	-5	NaN
1	2484	2012-10-07 18:42:17.142829824	1	NaN
2484	1	2012-10-07 19:09:31.830530048	1	NaN
2484	1764	2012-10-07 19:10:12.697929984	1	NaN
2484	2594	2012-10-07 19:35:45.079369984	2	NaN
2724	2198	2012-10-07 20:18:38.684979968	1	NaN
1859	2757	2012-10-07 20:46:14.637629952	-10	NaN
2028	2123	2012-10-07 21:07:03.820310016	1	NaN
2123	2028	2012-10-07 21:11:54.366349824	1	NaN
2071	2028	2012-10-07 21:41:35.575599872	1	NaN
1316	1656	2012-10-07 22:15:04.517949952	1	NaN
2732	2716	2012-10-07 22:23:25.643249920	2	NaN
2176	1	2012-10-07 22:34:18.350619904	10	NaN
2731	1	2012-10-07 22:37:39.149689856	1	NaN
2243	1566	2012-10-07 22:48:11.710670080	3	NaN
2243	2113	2012-10-07 22:50:47.018279936	3	NaN
1529	1859	2012-10-07 23:56:53.833900032	1	NaN
1859	1529	2012-10-07 23:57:14.441750016	3	NaN
1018	41	2012-10-08 00:34:39.461120000	1	NaN
41	1018	2012-10-08 00:34:54.957560064	1	NaN
1859	2768	2012-10-08 02:25:25.546329856	1	NaN
1629	1859	2012-10-08 02:27:53.808290048	1	NaN
1859	1629	2012-10-08 02:28:00.922169856	2	NaN
2768	1859	2012-10-08 02:28:17.531520000	1	NaN
2761	592	2012-10-08 02:38:12.459030016	1	NaN
2028	2538	2012-10-08 05:01:20.664609792	7	NaN
1859	2647	2012-10-08 08:52:26.453560064	3	NaN
2647	1859	2012-10-08 08:52:52.130359808	1	NaN
35	2769	2012-10-08 10:14:24.105710080	1	NaN
905	2724	2012-10-08 15:27:08.203130112	1	NaN
2724	905	2012-10-08 15:28:21.086829824	1	NaN
1746	1316	2012-10-08 16:10:51.400089856	1	NaN
1810	2770	2012-10-08 17:31:12.124749824	1	NaN
2770	1810	2012-10-08 17:33:04.477479936	1	NaN
1746	1028	2012-10-08 17:40:24.053730048	1	NaN
1028	1746	2012-10-08 17:41:12.313349888	1	NaN
2686	2771	2012-10-08 17:46:55.441359872	9	NaN
1316	1746	2012-10-08 17:55:18.904570112	1	NaN
2771	2686	2012-10-08 18:18:42.811539968	9	NaN
1810	2691	2012-10-08 18:56:33.440599808	1	NaN
35	2312	2012-10-08 20:32:37.606190080	1	NaN
2176	1557	2012-10-08 20:42:15.671729920	1	NaN
1557	2176	2012-10-08 20:43:14.272190208	1	NaN
2176	2716	2012-10-08 20:46:02.606419968	4	NaN
1810	2732	2012-10-08 22:08:26.236489984	1	NaN
2732	1810	2012-10-08 22:51:45.962800128	1	NaN
492	2484	2012-10-08 23:55:26.547059968	1	NaN
2484	492	2012-10-09 00:01:06.164000000	5	NaN
2728	2753	2012-10-09 00:45:58.225529856	-10	NaN
492	1053	2012-10-09 02:53:48.564979968	1	NaN
1053	492	2012-10-09 02:54:16.220960000	1	NaN
1810	2751	2012-10-09 03:10:49.989819904	2	NaN
2751	1810	2012-10-09 03:11:37.166480128	3	NaN
2299	2772	2012-10-09 06:35:48.933600000	1	NaN
2772	2299	2012-10-09 06:44:03.537679872	1	NaN
2725	363	2012-10-09 08:19:21.923019776	1	NaN
363	2725	2012-10-09 08:26:48.972979968	1	NaN
35	2773	2012-10-09 09:21:15.361030144	1	NaN
2388	2174	2012-10-09 09:50:36.432359936	2	NaN
2774	2647	2012-10-09 14:03:10.835279872	1	NaN
2176	2125	2012-10-09 14:19:51.178309888	4	NaN
905	23	2012-10-09 14:21:17.721090048	1	NaN
2176	2173	2012-10-09 14:21:26.630279936	5	NaN
2647	2612	2012-10-09 15:17:09.767689984	2	NaN
2612	2647	2012-10-09 15:17:31.848390144	2	NaN
1948	2665	2012-10-09 17:24:17.618439936	5	NaN
1948	2070	2012-10-09 17:24:53.162319872	8	NaN
1948	2599	2012-10-09 17:26:54.891670016	1	NaN
202	2724	2012-10-09 17:35:46.017819904	2	NaN
2724	202	2012-10-09 17:35:56.972059904	2	NaN
246	2125	2012-10-09 19:37:32.568600064	1	NaN
2125	246	2012-10-09 19:37:49.078389760	1	NaN
2647	2774	2012-10-09 20:31:25.201849856	2	NaN
1271	2125	2012-10-09 21:14:37.427789824	2	NaN
2125	1271	2012-10-09 21:16:28.504379904	1	NaN
2529	2538	2012-10-09 23:36:22.024329984	1	NaN
2028	2776	2012-10-10 00:37:18.089750016	1	NaN
2125	2777	2012-10-10 00:54:35.025559808	1	NaN
2777	2125	2012-10-10 00:56:35.289249792	2	NaN
2538	2529	2012-10-10 01:38:57.913189888	2	NaN
1396	1331	2012-10-10 04:39:38.966980096	-5	NaN
2125	2779	2012-10-10 05:33:58.436850176	1	NaN
2779	2125	2012-10-10 05:35:06.091939840	2	NaN
2733	2728	2012-10-10 06:32:36.894949888	1	NaN
1916	2768	2012-10-10 06:37:02.756210176	2	NaN
2768	1916	2012-10-10 06:37:07.448620032	2	NaN
2728	2733	2012-10-10 06:37:46.915649792	1	NaN
2728	2780	2012-10-10 07:22:57.972870144	1	NaN
2028	1916	2012-10-10 07:53:23.069420032	1	NaN
1916	2028	2012-10-10 07:55:01.169029888	1	NaN
2647	2781	2012-10-10 12:38:59.291780096	1	NaN
2647	2782	2012-10-10 12:49:46.590390016	1	NaN
2053	1331	2012-10-10 12:58:53.241359872	-5	NaN
2782	2647	2012-10-10 13:13:22.273390080	1	NaN
35	2647	2012-10-10 13:35:22.520709888	1	NaN
2647	35	2012-10-10 13:36:00.219719936	1	NaN
2781	2647	2012-10-10 14:08:27.564229888	1	NaN
2647	2783	2012-10-10 15:45:02.546449920	1	NaN
2783	2647	2012-10-10 15:48:11.162679808	1	NaN
2642	2529	2012-10-10 16:33:33.008179968	1	NaN
2397	1502	2012-10-10 16:41:50.800549888	1	NaN
1502	2397	2012-10-10 16:42:30.752480000	1	NaN
35	2775	2012-10-10 17:25:14.388140032	1	NaN
35	2786	2012-10-10 17:25:45.850529792	1	NaN
2593	2397	2012-10-10 17:55:19.703849984	1	NaN
2397	2593	2012-10-10 17:56:59.224150016	2	NaN
2028	2787	2012-10-10 18:14:05.368999936	2	NaN
2787	2028	2012-10-10 18:14:55.614510080	2	NaN
2647	2788	2012-10-10 19:18:41.717240064	1	NaN
2788	2647	2012-10-10 19:19:20.053849856	10	NaN
2529	2642	2012-10-10 19:40:41.166380032	1	NaN
2726	2787	2012-10-10 20:33:57.725769984	-10	NaN
2266	2787	2012-10-10 20:38:32.676460032	-3	NaN
2388	2291	2012-10-10 20:48:46.631820032	7	NaN
2763	2404	2012-10-10 20:49:54.321850112	1	NaN
2404	2763	2012-10-10 20:52:43.248300032	1	NaN
2635	2789	2012-10-10 21:03:39.426230016	1	NaN
2789	2635	2012-10-10 21:05:35.108109824	1	NaN
2789	35	2012-10-10 21:08:49.000900096	1	NaN
2728	2306	2012-10-10 21:17:07.145339904	1	NaN
2784	2306	2012-10-10 21:17:16.454200064	1	NaN
2782	2790	2012-10-10 21:48:38.557810176	1	NaN
35	2791	2012-10-10 21:55:03.976120064	1	NaN
2791	35	2012-10-10 21:55:14.520740096	1	NaN
2778	57	2012-10-10 22:00:51.118609920	2	NaN
2306	2728	2012-10-10 22:16:31.389430016	1	NaN
2306	2784	2012-10-10 22:16:51.726990080	1	NaN
2776	2028	2012-10-10 22:33:52.512870144	1	NaN
2647	2792	2012-10-10 22:58:45.709850112	2	NaN
2792	2647	2012-10-10 23:03:12.572269824	5	NaN
2778	2793	2012-10-10 23:12:16.734509824	2	NaN
2793	2778	2012-10-10 23:22:53.186850048	2	NaN
1840	2578	2012-10-11 00:08:00.656339968	1	NaN
202	1693	2012-10-11 00:49:55.939889920	1	NaN
1693	202	2012-10-11 00:50:29.789489920	1	NaN
57	2778	2012-10-11 01:05:28.937979904	1	NaN
242	2538	2012-10-11 01:44:11.068900096	3	NaN
2728	550	2012-10-11 01:55:10.308239872	1	NaN
550	2728	2012-10-11 01:55:13.213390080	1	NaN
550	2397	2012-10-11 03:07:33.515749888	1	NaN
2397	550	2012-10-11 03:07:41.116199936	1	NaN
2296	2397	2012-10-11 03:16:38.964580096	1	NaN
2397	2296	2012-10-11 03:16:57.345469952	1	NaN
2758	2795	2012-10-11 03:30:31.837179904	1	NaN
2795	2758	2012-10-11 03:30:38.137540096	1	NaN
2296	2679	2012-10-11 03:44:23.967449856	1	NaN
2711	2173	2012-10-11 08:57:30.044689920	1	NaN
2173	2711	2012-10-11 08:58:35.776079872	1	NaN
35	2797	2012-10-11 09:52:28.165949952	1	NaN
2647	2784	2012-10-11 10:05:56.878530048	4	NaN
2784	2647	2012-10-11 10:08:56.310349824	4	NaN
2731	2495	2012-10-11 15:24:20.898619904	1	NaN
2370	2798	2012-10-11 17:57:41.044680192	2	NaN
2798	2370	2012-10-11 18:01:07.547430144	2	NaN
1693	2732	2012-10-11 18:35:16.085789952	1	NaN
2732	1693	2012-10-11 18:36:38.062769920	1	NaN
2716	2778	2012-10-11 18:43:16.825340160	1	NaN
2778	2716	2012-10-11 18:45:00.563309824	1	NaN
2780	2799	2012-10-11 19:14:42.991670016	1	NaN
2799	2780	2012-10-11 19:16:17.177260032	1	NaN
2784	2799	2012-10-11 20:21:11.155950080	1	NaN
2799	2784	2012-10-11 20:22:39.003360000	3	NaN
1731	861	2012-10-11 20:50:39.690899968	1	NaN
2778	2028	2012-10-11 20:58:29.912659968	2	NaN
2485	2800	2012-10-11 21:10:56.796600064	1	NaN
2800	2485	2012-10-11 21:12:13.873539840	1	NaN
2801	2388	2012-10-12 04:33:15.415450112	1	NaN
546	2733	2012-10-12 05:30:10.045120000	1	NaN
2733	546	2012-10-12 05:38:20.180120064	1	NaN
2786	35	2012-10-12 07:16:32.090130176	10	NaN
2780	2784	2012-10-12 10:50:55.360809984	4	NaN
2784	2780	2012-10-12 11:45:08.683379968	4	NaN
2714	2125	2012-10-12 16:33:56.217410048	2	NaN
2125	1829	2012-10-12 16:39:18.734569984	1	NaN
2538	1810	2012-10-12 17:07:53.150490112	1	NaN
1810	2538	2012-10-12 17:09:18.376260096	1	NaN
2281	2192	2012-10-12 17:22:08.219680000	1	NaN
2028	2802	2012-10-12 17:27:49.672960000	2	NaN
2802	2028	2012-10-12 17:28:48.327849984	2	NaN
2784	2538	2012-10-12 17:36:14.433569792	1	NaN
2538	2784	2012-10-12 17:36:49.155319808	1	NaN
35	2780	2012-10-12 17:43:49.309940224	1	NaN
2780	35	2012-10-12 18:10:59.143440128	1	NaN
2802	2725	2012-10-12 18:27:21.316099840	1	NaN
35	2803	2012-10-12 18:35:42.935930112	1	NaN
2803	35	2012-10-12 18:44:18.594870016	1	NaN
2726	2803	2012-10-12 19:19:43.851490048	1	NaN
2803	2726	2012-10-12 19:22:27.630039808	1	NaN
28	2618	2012-10-12 19:39:53.653690112	2	NaN
202	2726	2012-10-12 20:06:06.943059968	2	NaN
2726	202	2012-10-12 20:06:40.445470208	3	NaN
2028	2804	2012-10-12 20:07:56.177370112	1	NaN
2804	2028	2012-10-12 20:11:38.791739904	1	NaN
1	2761	2012-10-12 21:25:34.666830080	1	NaN
2761	1	2012-10-12 21:56:29.483820032	1	NaN
2581	2063	2012-10-12 23:41:33.978669824	-1	NaN
2725	2125	2012-10-13 05:20:23.570630144	1	NaN
2732	2714	2012-10-13 05:37:30.110630144	-3	NaN
202	645	2012-10-13 06:48:58.380520192	3	NaN
870	1386	2012-10-13 09:09:02.957609984	-2	NaN
870	1383	2012-10-13 09:15:23.083030016	-10	NaN
2800	2763	2012-10-13 09:59:29.043820032	1	NaN
2763	2800	2012-10-13 10:28:40.511859968	1	NaN
2028	2600	2012-10-13 11:20:45.503869952	1	NaN
2600	2028	2012-10-13 11:21:25.181179904	1	NaN
2581	2714	2012-10-13 12:37:04.239800064	-10	NaN
1386	870	2012-10-13 15:49:45.538490112	-1	NaN
2784	2028	2012-10-13 16:20:58.976509952	1	NaN
2028	2275	2012-10-13 16:22:24.817410048	1	NaN
2275	2028	2012-10-13 16:22:46.261789952	1	NaN
2654	35	2012-10-13 17:35:34.359020032	5	NaN
2784	1754	2012-10-13 19:25:42.416690176	1	NaN
1754	2784	2012-10-13 19:25:52.797910016	1	NaN
2600	2000	2012-10-13 21:02:36.711790080	1	NaN
2600	2805	2012-10-13 21:06:27.081860096	1	NaN
2805	2600	2012-10-13 21:36:28.488889856	1	NaN
2485	2605	2012-10-13 22:05:04.743969792	1	NaN
905	2803	2012-10-13 23:22:15.268140032	1	NaN
2803	905	2012-10-13 23:30:38.831429888	1	NaN
7	640	2012-10-14 00:59:19.320179968	3	NaN
1670	2125	2012-10-14 01:02:13.957070080	2	NaN
2028	2796	2012-10-14 02:19:32.189820160	3	NaN
2028	2409	2012-10-14 03:08:39.391500032	6	NaN
2296	1272	2012-10-14 03:19:50.040800000	1	NaN
1272	2296	2012-10-14 03:21:19.068409856	1	NaN
546	2763	2012-10-14 04:01:56.921969920	2	NaN
2763	546	2012-10-14 04:06:35.777869824	1	NaN
546	2028	2012-10-14 04:16:22.518119936	3	NaN
2028	546	2012-10-14 04:17:09.571350016	4	NaN
2609	35	2012-10-14 10:11:32.992169984	1	NaN
35	2609	2012-10-14 10:21:19.372770048	1	NaN
1752	2806	2012-10-14 11:52:41.310149888	1	NaN
2806	1752	2012-10-14 11:54:40.203470080	1	NaN
1840	2521	2012-10-14 13:46:32.458400000	1	NaN
2600	2807	2012-10-14 15:58:28.520709888	1	NaN
2807	2600	2012-10-14 16:03:06.710449920	1	NaN
2609	2028	2012-10-14 18:16:37.074170112	1	NaN
2028	2609	2012-10-14 18:18:38.176690176	1	NaN
905	2484	2012-10-14 18:30:00.059709952	1	NaN
2484	905	2012-10-14 18:30:34.451520000	1	NaN
35	2654	2012-10-14 19:12:57.236069888	3	NaN
2521	1840	2012-10-14 19:20:41.300499968	1	NaN
2600	2315	2012-10-14 19:28:58.419960064	1	NaN
870	1396	2012-10-14 20:46:02.354330112	2	NaN
2782	2315	2012-10-14 21:12:42.788229888	1	NaN
2315	2782	2012-10-14 21:52:14.838609920	1	NaN
2315	2635	2012-10-14 21:54:50.343640064	1	NaN
2315	2600	2012-10-14 21:55:14.159209984	1	NaN
2315	2028	2012-10-14 21:55:40.363500032	1	NaN
2778	2176	2012-10-14 22:07:30.684809984	1	NaN
2778	1810	2012-10-14 22:09:13.708519936	1	NaN
2780	2728	2012-10-14 22:15:46.411190016	1	NaN
2782	2805	2012-10-14 22:22:06.354969856	1	NaN
2805	2782	2012-10-14 22:28:52.325680128	1	NaN
1953	2808	2012-10-14 22:32:10.425839872	3	NaN
2635	2774	2012-10-14 22:38:44.457009920	1	NaN
2774	2635	2012-10-14 22:45:08.627820032	1	NaN
2778	2809	2012-10-14 23:07:12.248019968	1	NaN
1675	2262	2012-10-14 23:57:16.249540096	3	NaN
2790	2782	2012-10-15 00:47:26.865410048	1	NaN
2809	2778	2012-10-15 02:06:53.611180032	-10	NaN
141	2778	2012-10-15 02:17:26.200000000	-10	NaN
304	2808	2012-10-15 02:42:14.901190144	1	NaN
2028	2778	2012-10-15 02:42:45.164370176	-10	NaN
2176	2778	2012-10-15 02:43:32.431260160	-10	NaN
2808	1953	2012-10-15 02:45:19.984329984	3	NaN
2315	2810	2012-10-15 02:49:25.858000128	1	NaN
2810	2315	2012-10-15 02:50:40.781049856	1	NaN
2780	2811	2012-10-15 03:34:11.900530176	1	NaN
2811	2780	2012-10-15 04:27:36.627699968	1	NaN
1018	2812	2012-10-15 05:13:00.150720000	1	NaN
2812	230	2012-10-15 05:13:40.938839808	1	NaN
2805	2812	2012-10-15 05:22:47.254040064	1	NaN
2812	2805	2012-10-15 05:44:11.751399936	1	NaN
2813	2636	2012-10-15 06:16:12.020580096	1	NaN
2636	2813	2012-10-15 06:18:56.271120128	2	NaN
2813	2814	2012-10-15 07:48:54.489619968	1	NaN
2814	2813	2012-10-15 07:49:36.992909824	1	NaN
2778	2815	2012-10-15 09:01:42.125849856	2	NaN
2618	28	2012-10-15 10:43:10.120229888	2	NaN
2784	2816	2012-10-15 12:23:04.995280128	1	NaN
2816	2784	2012-10-15 12:23:50.779239936	1	NaN
2711	2714	2012-10-15 13:13:27.826800128	-1	NaN
2472	2763	2012-10-15 13:27:32.183150080	1	NaN
2763	2472	2012-10-15 13:30:11.089960192	1	NaN
2262	2028	2012-10-15 13:47:44.743269888	2	NaN
2028	2262	2012-10-15 13:48:34.115139840	2	NaN
2614	35	2012-10-15 15:44:30.840729856	1	NaN
2028	2063	2012-10-15 16:23:22.368829952	4	NaN
2233	1735	2012-10-15 16:38:18.257070080	3	NaN
2782	2614	2012-10-15 17:47:27.155810048	1	NaN
2614	2782	2012-10-15 18:02:58.956909824	1	NaN
2252	2817	2012-10-15 19:02:03.604669952	1	NaN
1629	2728	2012-10-15 19:17:27.112379904	1	NaN
2728	1629	2012-10-15 19:18:29.453760000	1	NaN
35	2789	2012-10-15 19:35:46.586240000	1	NaN
35	2819	2012-10-15 19:36:05.950820096	1	NaN
35	2820	2012-10-15 19:36:12.951109888	1	NaN
2818	1953	2012-10-15 19:41:06.175460096	1	NaN
2818	35	2012-10-15 19:41:26.963939840	1	NaN
35	2818	2012-10-15 19:44:18.281959936	1	NaN
2817	2252	2012-10-15 19:49:30.354789888	1	NaN
35	2448	2012-10-15 20:14:06.484460032	1	NaN
2448	35	2012-10-15 20:19:25.895529984	1	NaN
2028	1802	2012-10-15 21:54:04.787659776	5	NaN
2409	2028	2012-10-15 22:24:22.008640000	10	NaN
1585	1752	2012-10-15 22:37:12.523360000	3	NaN
2796	2028	2012-10-15 22:43:23.624620032	6	NaN
2214	2777	2012-10-15 22:46:10.251569920	1	NaN
2214	1317	2012-10-15 22:47:30.133270016	2	NaN
2214	2728	2012-10-15 22:47:52.172649984	1	NaN
2214	361	2012-10-15 22:48:12.132920064	1	NaN
2214	57	2012-10-15 22:48:47.709660160	1	NaN
2214	905	2012-10-15 22:49:03.203720192	1	NaN
2214	1334	2012-10-15 22:50:43.073640192	3	NaN
2214	1832	2012-10-15 22:51:34.239209984	2	NaN
1752	1656	2012-10-15 22:52:46.799190016	1	NaN
1752	1334	2012-10-15 22:54:18.448580096	1	NaN
2819	35	2012-10-16 02:15:05.824270080	1	NaN
1731	2732	2012-10-16 03:00:25.289829888	2	NaN
2732	1731	2012-10-16 03:01:40.537139968	2	NaN
2733	1899	2012-10-16 03:37:48.842600192	2	NaN
2538	1731	2012-10-16 03:39:50.832819968	3	NaN
1899	2733	2012-10-16 03:46:19.760669952	2	NaN
2044	2728	2012-10-16 04:15:41.327680000	2	NaN
2728	2044	2012-10-16 04:28:52.361890048	1	NaN
2797	35	2012-10-16 09:21:32.012540160	1	NaN
2691	2675	2012-10-16 10:50:18.199389952	-10	NaN
2691	2689	2012-10-16 10:51:01.168689920	-10	NaN
2691	2677	2012-10-16 10:51:12.905380096	-10	NaN
2691	2674	2012-10-16 10:51:29.593390080	-10	NaN
2691	2676	2012-10-16 10:51:45.124900096	-10	NaN
2691	2678	2012-10-16 10:51:57.257839872	-10	NaN
2691	2631	2012-10-16 10:52:10.431360000	-10	NaN
2691	2666	2012-10-16 10:52:24.911330048	-10	NaN
2691	2669	2012-10-16 10:52:39.418800128	-10	NaN
2691	2670	2012-10-16 10:52:51.522439936	-10	NaN
2691	2671	2012-10-16 10:53:03.480470016	-10	NaN
2691	2628	2012-10-16 10:59:20.458319872	-10	NaN
2691	2574	2012-10-16 10:59:33.537519872	-10	NaN
2691	2571	2012-10-16 10:59:43.453530112	-10	NaN
2691	2672	2012-10-16 10:59:54.124710144	-10	NaN
2691	2629	2012-10-16 11:00:06.487950080	-10	NaN
2691	2568	2012-10-16 11:00:18.390189824	-10	NaN
2691	2543	2012-10-16 11:00:31.102459904	-10	NaN
2691	2542	2012-10-16 11:00:44.635649792	-10	NaN
2691	2544	2012-10-16 11:00:56.406810112	-10	NaN
2691	2541	2012-10-16 11:01:08.439860224	-10	NaN
